id,timestamp,combined_elec_kwh,combined_heat_kwh,combined_cop,combined_data_length,combined_elec_mean,combined_heat_mean,combined_flowT_mean,combined_returnT_mean,combined_outsideT_mean,combined_roomT_mean,combined_prc_carnot,running_elec_kwh,running_heat_kwh,running_cop,running_data_length,running_elec_mean,running_heat_mean,running_flowT_mean,running_returnT_mean,running_outsideT_mean,running_roomT_mean,running_prc_carnot,space_elec_kwh,space_heat_kwh,space_cop,space_data_length,space_elec_mean,space_heat_mean,space_flowT_mean,space_returnT_mean,space_outsideT_mean,space_roomT_mean,space_prc_carnot,water_elec_kwh,water_heat_kwh,water_cop,water_data_length,water_elec_mean,water_heat_mean,water_flowT_mean,water_returnT_mean,water_outsideT_mean,water_roomT_mean,water_prc_carnot,cooling_elec_kwh,cooling_heat_kwh,cooling_cop,cooling_data_length,cooling_elec_mean,cooling_heat_mean,cooling_flowT_mean,cooling_returnT_mean,cooling_outsideT_mean,cooling_roomT_mean,cooling_prc_carnot,combined_cooling_kwh,combined_starts,combined_starts_per_hour,from_energy_feeds_elec_kwh,from_energy_feeds_heat_kwh,from_energy_feeds_cop,quality_elec,quality_heat,quality_flowT,quality_returnT,quality_outsideT,quality_roomT,error_air,error_air_kwh,unit_rate_agile,unit_rate_cosy,unit_rate_go,userid,published,last_updated,location,installer_name,installer_url,url,share,hp_model,hp_type,hp_output,refrigerant,dhw_method,cylinder_volume,dhw_coil_hex_area,new_radiators,old_radiators,fan_coil_radiators,UFH,hydraulic_separation,flow_temp,flow_temp_typical,wc_curve,freeze,zone_number,space_heat_control_type,dhw_control_type,dhw_target_temperature,legionella_frequency,legionella_target_temperature,property,floor_area,heat_demand,heat_loss,age,insulation,electricity_tariff,electricity_tariff_type,electricity_tariff_unit_rate_all,electricity_tariff_unit_rate_hp,solar_pv_generation,solar_pv_self_consumption,solar_pv_divert,battery_storage_capacity,electric_meter,heat_meter,metering_inc_boost,metering_inc_central_heating_pumps,metering_inc_brine_pumps,metering_inc_controls,notes,mid_metering,kwh_m2,design_temp,water_heat_demand,EPC_spaceheat_demand,EPC_waterheat_demand,heatgeek,indoor_temperature,betateach,emoncmsorg_userid,installer_logo,ultimaterenewables,heatingacademy,youtube,data_flag,data_flag_note,hp_max_output,measured_base_DT,measured_design_DT,measured_heat_loss,measured_heat_loss_range,hp_max_output_test,volumiser,legionella_immersion,metering_inc_immersion,uses_backup_heater,metering_inc_secondary_heating_pumps,weighted_average_flow_minus_outside,measured_mean_flow_temp_coldest_day,measured_max_flow_temp_coldest_day,measured_outside_temp_coldest_day,measured_emitter_spec,measured_system_volume,weighted_average_ideal_carnot,weighted_flow_temp
307,False,1937.59,10554.7,5.447334059321116,7705910,1044.05,5568.47,33.6928,30.601899999999997,7.51844,21.9793,65.3659,1900.66,10378.9,5.460682078856817,6025030,1180.64,6357.61,34.9219,31.3655,7.2049,21.9704,64.3124,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,134.304,537,0.25087238236626175,1937.71,10694.0,5.5188856949698355,99.0984,99.0991,99.0991,99.0991,99.9537,99.1067,0,0.0,23.0,22.9,24.4,346,1,1734017174,Great Haseley,Harveys & Custom Renewables,https://lharveyandson.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=1dc3ff8694e4545623225b5b502d35cc,1,Viessmann Vitocal 151A,Air Source,10.0,R290,Cylinder with coil,190,0.0,1,0,0,1,None,40.0,27,0.0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Disabled,0,Detached,212.0,0,0.0,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-3.0,0,0,0,0,1,,0,lharveyandson.png,0,1,,1,"Heat being reported when no compressor into, possible temperature sensor location issue? ",0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
306,False,1158.46,5039.18,4.349895550990108,7698980,644.508,2725.11,29.768100000000004,27.7394,7.16483,,49.0717,1133.37,4971.9,4.3868286614256595,4845840,848.163,3711.09,31.4646,28.719300000000004,6.977239999999999,,48.4522,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,58.261,1047,0.4895713458146404,1159.82,5143.0,4.434308772050835,99.0598,99.0093,99.0093,99.0093,99.9537,0.0,150,0.0655117,21.7,22.0,22.8,345,1,1721785920,Creswell,Wright Renewable Heating,https://www.wrightrenewableheating.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=b85174076666f2fc5314ba4e359ad485,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,300,0.0,1,1,0,0,None,45.0,0,0.0,Central heat pump water circulation,0,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,54.0,Weekly,65,Semi-detached,231.0,0,0.0,1900 to 1939,"Fully insulated walls, floors and loft",Intelligent Octopus Go,,0,,0,0,0,8,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,0.0,0,15598,2297,0,1,,0,wrightrenewableheating.png,0,0,,0,,8.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
305,False,1207.71,5447.46,4.510569590381797,7614050,660.409,2845.42,26.9065,25.5463,6.930359999999999,19.6652,49.67009999999999,1165.71,5422.34,4.651534258091635,3615880,1156.4,5495.2,29.313200000000002,26.6892,6.742039999999999,19.6385,49.4318,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,110.382,1358,0.642076161832402,1231.45,5661.0,4.597019773437817,97.9318,97.9172,97.9172,97.9172,99.9537,97.9292,7970,6.11188,23.0,22.6,23.8,343,1,1734111300,"Drumclog, South Lanarkshire",,,https://emoncms.org/app/view?name=MyHeatpump&readkey=2fc8b1d19bf745a78e4baecef2bfa615,1,Vaillant Arotherm+,Air Source,12.0,R290,Cylinder with plate heat exchanger,210,3.0,1,0,0,0,None,45.0,35,0.25,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 3-6C,48.0,Other,55,Detached,180.0,22841,11.1,1983 to 2011,"Fully insulated walls, floors and loft",Octopus ,On peak & Off peak,15,,10000,50,0,27,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-5.0,30660,0,0,0,1,,0,,0,0,,0,,16.0,0.2,26.0,4.69,0.5,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
302,False,2221.97,8097.66,3.644360634932065,7706240,1192.27,4206.04,33.5875,30.6587,6.08905,,45.1413,2208.69,8082.11,3.6592323956734534,6057020,1354.26,4889.74,34.3848,31.4003,5.97391,,45.0664,1984.87,7394.79,3.7255790051741426,5668750,1307.01,4792.6,33.8736,30.9788,5.86003,,45.376,223.818,687.317,3.070874549857473,388270,2106.14,6482.67,41.9921,37.6049,7.31805,,42.2238,0.0,0.0,,0,,,,,,,,136.943,1745,0.8151835395731252,0.0,8097.68,0.0,99.1051,99.1074,99.1074,99.1074,99.1074,0.0,7070,5.83134,,,,336,1,1730675574,"Dalry, North Ayrshire",Stewart Temperature Solutions,https://www.stewart-temp-solutions.com,https://emoncms.org/app/view?name=MyHeatpump&readkey=619a4c9b8dad8f759ce54d5ea3b02585,1,Mitsubishi Ecodan,Air Source,8.5,R32,Cylinder with plate heat exchanger,210,3.0,1,0,0,0,Low loss header,45.0,40,0.526,Glycol/water mixture,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,50.0,Fornightly,65,Detached,183.0,15961,7378.0,1983 to 2011,"Fully insulated walls, floors and loft",Intelligent Octopus Go,On peak & Off peak,9.59,,5723,35,0,19,"OpenEnergyMonitor EmonPi v2, EmonTx4 or newer",Sika or Grundfos VFS flow meter,0,1,0,1,PUZ-WM85VAA,0,,-4.49,3808,14709,2826,0,0,,0,stewart-temp-solutions.png,0,0,,0,,8.5,35.5,6.0,5.0,0.5,0.0,0,1,1,0,1,0.0,39.01,0.0,0.0,0.0,0,0.0,0.0
301,False,987.54,3798.12,3.8460416793243817,7700950,514.52,1921.65,33.9446,31.8051,7.39983,21.6374,48.3598,972.898,3769.17,3.8741676928105515,5007980,704.109,2723.82,36.375899999999994,33.4864,7.14908,21.6194,47.9959,715.597,3055.2,4.269442158086186,4262130,609.082,2591.13,34.4222,31.4659,6.952650000000001,21.645299999999995,49.8355,257.301,713.962,2.7748123792756343,745850,1287.36,3565.17,47.580200000000005,44.9537,7.99874,21.472,41.5451,0.0,0.0,,0,,,,,,,,43.778,1030,0.48149903583324133,988.407,3845.0,3.8900979050128135,99.0357,99.0347,99.0347,99.0347,99.9537,99.0374,0,0.0,20.7,22.7,21.5,335,1,1725630306,"Smalley, Derbyshire",Mark Shaw,https://www.shawsheating.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=960f12a47553d9b9106abd664a8460d2,1,Vaillant Arotherm+,Air Source,5.0,R290,Cylinder with coil,250,40.7,0,1,0,0,None,35.0,30,0.0,Anti-freeze valves,1,Weather compensation with a little room influence,Automatic top up of tank if temperature drops by 6-10C,55.0,Disabled,0,Detached,145.0,10733,5.32,2012 or newer,"Fully insulated walls, floors and loft",Octopus Intelligent Go,On peak & Off peak,9.7,,5758,49,1,5,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-2.92,4380,0,0,1,0,,0,shawsheating.png,0,1,,0,,3.4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
300,False,986.914,4774.99,4.838304046755847,7705690,546.451,2530.64,28.2435,26.5708,6.92313,20.327,51.121,983.787,4763.47,4.841972906736926,6031550,611.758,2896.43,29.058999999999997,27.1285,6.80332,20.3023,50.9948,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,59.173,215,0.1004452553891994,987.164,4836.0,4.89888204999372,99.0957,99.0964,99.0964,99.0964,99.9537,99.1029,0,0.0,23.1,22.7,23.6,329,1,1727622037,Croxley Green,Custom Renewables,https://custom-renewables.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=b3b9527ebb0093171cb1876a693f2b7e,1,Viessmann Vitocal 150A,Air Source,8.0,R290,Cylinder with coil,200,6.0,1,1,0,1,None,45.0,0,0.5,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Weekly,60,Semi-detached,164.0,19380,7.2,1900 to 1939,"Fully insulated walls, floors and loft",Octopus,On peak & Off peak,19,,3900,70,1,12,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,1,0,1,,1,,-3.0,3445,15033,2327,1,1,,0,custom-renewables.png,0,0,,0,,6.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
299,False,1689.79,6288.15,3.721261221808627,7671060,881.311,3224.44,35.7173,33.1102,6.46031,19.9619,48.7896,1674.41,6144.59,3.6697045526483953,5842820,1047.18,3825.39,37.1451,34.1145,6.320749999999999,19.9563,47.81999999999999,1359.63,5697.65,4.190588616020534,5235550,951.209,3941.91,35.2699,32.2943,6.3224,20.0139,51.6201,314.778,446.946,1.4198768656005185,607270,1856.24,3732.64,53.0953,49.6566,6.03435,19.3367,33.8952,0.0,0.0,,0,,,,,,,,78.101,796,0.3735598470094094,1690.58,6622.0,3.9169988997858725,98.6511,98.6504,98.6504,98.6504,49.9769,98.5876,267280,139.521,23.1,23.0,23.8,333,1,1731951597,Queensbury West Yorkshire,Egensys Ltd,https://egensys.co.uk,https://emoncms.org/app/view?name=MyHeatpump&readkey=24826898646392d5a0e9d089d683d85b,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,250,0.0,1,0,0,0,None,0.0,0,0.0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,51.0,Weekly,60,Detached,0.0,0,0.0,1940 to 1982,"Cavity wall, plus some loft insulation",Octopus Intelligent Go,On peak & Off peak,26,,4000,0,0,13,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,Air in the system resulting in heat meter errors during DHW,1,,0.0,0,0,0,0,1,,0,egensys.jpg,0,0,,0,,8.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
298,False,864.877,3981.26,4.603267285405902,7706380,463.599,2059.54,31.1206,27.8732,8.65265,,49.3586,860.751,3903.65,4.5351675455503395,6138830,529.93,2341.18,31.9055,28.1903,8.52136,,48.4706,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,70.876,1027,0.47975833011089514,865.769,4053.0,4.68138729845952,99.1054,99.1045,99.1045,99.1045,99.9537,0.0,0,0.0,22.6,22.7,23.8,172,1,1721243377,Uxbridge,Urban Plumbers,https://www.urbanplumbers.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=61b4e4d8f1080b1e6196ec7d8f328b6c,1,NIBE 2050,Air Source,6.0,R32,Cylinder with coil,200,2.0,1,0,0,1,None,40.0,35,0.8,Central heat pump water circulation,1,"Pure weather compensation, no room influence",Daily scheduled heat up of tank,50.0,Weekly,60,Semi-detached,80.0,12500,6.5,1900 to 1939,Some insulation in walls and loft,,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Sontex heat meter (class 2),0,0,0,1,,1,,-2.0,3600,12500,3600,1,0,,0,urbanplumbers.png,0,1,https://www.youtube.com/@UrbanPlumbers,0,,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
297,False,1597.38,6586.66,4.123414591393407,7700850,906.3599999999999,3615.2499999999995,29.6549,27.9922,6.725339999999999,18.7803,47.493,1576.39,6576.24,4.1717087776502,4225120,1351.34,5658.48,32.1432,29.5656,6.53221,18.762,47.4222,1201.22,5778.62,4.810625863705233,3582590,1211.29,5869.410000000001,30.3329,27.944999999999997,6.24152,18.7233,52.0945,258.602,323.177,1.2497080455680933,376670,2453.67,3417.6200000000003,47.2372,43.1846,8.0952,18.7149,20.3874,0.0,0.0,,0,,,,,,,,107.438,981,0.4585987261146497,1600.62,6598.25,4.122308855318565,99.0949,99.0333,99.0333,99.0333,99.9537,98.9385,236200,179.206,21.9,21.2,24.4,284,1,1720778027,Loughborough,Heat Centre,https://heatcentre.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=4be170252ed6269cbd9d2ca94fde6b2d,1,Vaillant Arotherm+,Air Source,12.0,R290,Cylinder with coil,240,2.4,1,1,0,1,None,46.0,32,0.6,Anti-freeze valves,2,"Pure weather compensation, no room influence",Twice daily scheduled heat up of tank,50.0,Disabled,70,Detached,166.0,25248,11.1,1940 to 1982,Some insulation in walls and loft,Agile,Variable half hourly,15,,6500,0,0,20,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,"Electric Metering only for Outdoor Unit, additional Vaillant VDM unit unmetered",1,,-3.7,4495,13397,2878,0,1,,0,heatcentre.png,0,0,,0,,12.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
296,False,1529.37,6481.79,4.238209197251156,7618340,907.359,3622.16,32.2045,29.550900000000002,6.94051,19.891,49.1636,1513.71,6381.82,4.216012314115649,5729990,1007.1300000000001,4103.99,32.9413,29.9423,6.73017,19.8982,48.5404,1438.73,6213.89,4.319010516219166,5574810,987.7029999999999,4108.58,32.5546,29.5705,6.67038,19.901,49.1691,74.9807,167.938,2.239749695588331,155180,1737.8,4178.64,46.8842,43.3062,8.83743,19.7007,34.8768,0.0,0.0,,0,,,,,,,,73.593,770,0.36385879338543564,1542.95,6649.0,4.309277682361709,97.9731,99.1,99.1,99.1,99.9537,96.5974,29240,16.1497,22.8,22.7,24.1,316,1,1720569581,Manchester,Dan Bailey Hohm Ltd,https://heatmyhohm.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=2769cb1946eedcd5aaf6857835a7e64f,1,Vaillant Arotherm+,Air Source,7.0,R290,Cylinder with coil,200,1.4,1,1,0,0,None,45.0,0,0.6,Anti-freeze valves,1,"Pure weather compensation, no room influence",Automatic top up of tank if temperature drops by 6-10C,42.0,Weekly,70,Detached,155.0,0,7.99,1900 to 1939,Some insulation in walls and loft,Octopus Flexible,Single fixed rate,22.59,,0,0,0,0,SDM630 Modbus/MBUS Three Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,1,,1,,-3.0,0,24966,2181,1,1,,0,heatmyhohm.png,0,1,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
295,False,1087.63,3212.02,2.9532285795720967,7690460,694.679,2037.75,30.2803,27.375,6.73411,20.774,38.1352,1055.79,3222.85,3.0525483287396167,2768000,1431.95,4385.77,35.5502,32.1582,6.44728,20.752,38.3305,866.685,2888.34,3.332629502068226,2477670,1329.73,4394.23,35.0677,31.6148,6.30216,20.7815,40.7941,189.1,334.505,1.7689317821258594,290330,2408.56,4945.21,40.1364,37.0988,7.6267499999999995,20.4631,27.7179,0.0,0.0,,0,,,,,,,,103.967,1377,0.6445908307175383,1087.64,3332.0,3.063513662608951,98.9001,99.0993,99.0993,99.0993,99.9537,99.1044,61040,46.14,22.0,22.5,21.1,331,1,1720631508,Marston Moretaine,Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=MyHeatpump&readkey=5185c0af571016598012402511630e48,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with coil,210,0.0,1,0,0,0,None,50.0,0,0.0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,0.0,Disabled,0,Semi-detached,88.0,10000,7.4,1900 to 1939,Some insulation in walls and loft,Octopus Intelligent Go,On peak & Off peak,7.22,,6600,15,0,13,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,0,EDLA09DA3V3,1,,-3.4,2000,9766,2166,0,0,,0,octopus.png,0,0,,0,,9.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
293,False,1950.95,6821.33,3.4964145672621028,6765020,1095.12,3766.8,37.8933,34.366,8.49205,13.056,43.986,1945.64,6788.0,3.4888262988014227,5837090,1214.7,4216.2,39.0737,35.3459,8.42861,13.0247,44.0232,1665.99,5902.88,3.5431665256093976,5379880,1134.44,3989.11,38.8664,35.1626,8.40386,12.9961,44.2275,279.65,885.126,3.1651206865725015,457210,2206.08,7070.9,41.6884,37.6041,8.56361,13.1716,43.3579,0.0,0.0,,0,,,,,,,,0.0,1033,0.549710126503691,2036.27,7318.81,3.594223752252894,91.2195,93.2829,93.2829,93.2829,97.6504,97.6739,5470,3.3071,22.8,22.8,24.4,326,1,1720818391,"Stalmine, Lancashire",Octopus Energy Services,https://octopus.energy/get-a-heat-pump,https://emoncms.org/app/view?name=StalmineEDLA09kwDaikin&readkey=14ca6059ce47bbf073e0dd175315af5d,1,Daikin Altherma 3,Air Source,9.0,R32,Cylinder with coil,205,3.0,1,1,0,1,Buffer,50.0,0,0.0,Anti-freeze valves,1,Weather compensation with simple set point control,Automatic top up of tank if temperature drops by 6-10C,0.0,Weekly,65,Detached,125.0,0,0.0,Pre-1900,"Fully insulated walls, floors and loft",Intelligent Octopus Go,On peak & Off peak,7,,5707,0,0,19,Heat pump integration,Heat pump integration,0,1,0,0,,0,,0.0,0,0,0,0,1,,0,octopus.png,0,0,,0,,9.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
292,False,3165.92,12612.2,3.9837393237984537,7705460,1973.66,7293.22,32.5929,30.0317,7.1534,,47.81170000000001,3165.18,12491.4,3.9465054120144827,4532150,2668.42,10150.9,33.2077,30.1199,7.1348199999999995,,47.3336,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,142.542,2334,1.0904475527742665,3174.45,12754.0,4.017703854210966,99.0927,99.1009,99.1009,99.1009,99.9537,0.0,0,0.0,23.1,21.5,24.8,325,1,1722561639,"Dorking, Surrey",Baystar Energy,https://baystar.co.uk,https://emoncms.org/app/view?name=HeatpumpCombined&readkey=1f062b9affce9d84ddecf8e48edb5280,1,2 x Vaillant Arotherm+,Air Source,24.0,R290,None,0,0.0,1,0,0,0,Buffer,45.0,38,0.75,Anti-freeze valves,2,Weather compensation with significant room influence,Not applicable,0.0,No cylinder,0,Office building,400.0,40783,19.18,1983 to 2011,Some insulation in walls and loft,EDF,Single fixed rate,24,,0,0,0,0,SDM630 Modbus/MBUS Three Phase (class 1),Sontex heat meter (class 2),0,1,0,0,"2 x 12kW Cascade, National Trust Building",1,,-3.0,0,0,0,1,0,,0,baystar.png,0,0,,0,,26.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
291,False,780.096,2716.62,3.482417548609402,5127220,704.421,2401.2,27.7592,25.871999999999996,7.55933,17.7459,40.7912,767.101,2621.41,3.4172944631802067,1623010,1721.88,5869.27,31.9793,28.6608,7.19025,17.7005,39.3767,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,95.034,667,0.46832396503368295,778.75,2882.0,3.7008025682182986,97.2837,97.6936,97.6936,97.6936,99.9317,97.6337,26350,33.7777,26.0,23.8,24.4,247,1,1720165316,Gainsborough,UK Alternative Energy,https://www.ukalternativeenergy.co.uk/,https://emoncms.org/app/view?name=MyHeatpump&readkey=998f2cb35191a54db3de17a5ebada91b,1,Ideal HP290,Air Source,14.0,R290,Cylinder with coil,250,3.0,0,0,0,1,Low loss header,40.0,33,3.0,Anti-freeze valves,2,Weather compensation with a little room influence,Daily scheduled heat up of tank,55.0,Weekly,60,Detached,260.0,22000,11.9,2012 or newer,"Fully insulated walls, floors and loft",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,,1,,-3.0,4500,0,0,0,1,,0,ukalternativeenergy.png,0,0,,0,,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
290,False,1267.82,4022.26,3.172579703743434,7598400,732.941,2277.35,32.9796,31.7195,7.13664,19.2059,41.1932,1255.81,4020.59,3.2015910050087197,3031600,1522.25,4846.57,38.1994,34.795,6.9537,19.1854,41.1709,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,134.329,1123,0.5320593809222994,1285.84,4271.0,3.3215641137311023,97.7185,97.7158,97.7158,97.7158,99.9537,97.6749,84770,57.9469,22.4,21.5,23.2,247,1,1722295885,"Ashford, Kent",Jon Hickey (Self Install),https://idealheating.com/products/heat-pumps,https://emoncms.org/app/view?name=MyHeatpump&readkey=9a2f811f95a51de4206e31f8ca46d2b6,1,Ideal HP290,Air Source,8.0,R290,Cylinder with coil,180,2.5,1,0,0,0,Buffer,45.0,40,3.0,Anti-freeze valves,1,Weather compensation with a little room influence,Daily scheduled heat up of tank,55.0,Weekly,60,Semi-detached,100.0,10000,7.0,1940 to 1982,"Cavity wall, plus some loft insulation",,,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,0,,1,,-3.0,3700,0,0,0,1,,0,idealheating.png,0,0,,0,,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,42.88,0.0,0.0,0.0,0,0.0,0.0
289,False,1192.41,4000.97,3.3553643461561036,7662340,707.475,2279.24,32.1187,29.7106,6.92055,20.664,44.402,1170.27,3904.77,3.3366402625035247,2720490,1576.39,5226.28,38.0545,34.2385,6.63963,20.378,43.3787,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,110.126,1948,0.9152295512858996,1192.41,4154.0,3.4837010759721907,98.5941,98.5382,98.5382,98.5382,99.9537,98.4518,7900,5.46559,24.3,21.9,26.5,247,1,1720117303,North Newbald,Climatix,https://climatix-group.com/,https://emoncms.org/app/view?name=MyHeatpump&readkey=63b2df6a6877f4bf11f42957d9ae7ed7,1,Ideal Logic Air,Air Source,8.0,R32,Cylinder with coil,210,2.5,1,0,0,1,Buffer,45.0,40,0.9,Anti-freeze valves,2,Weather compensation with a little room influence,Daily scheduled heat up of tank,49.0,Weekly,60,Detached,180.0,16500,6.4,1983 to 2011,"Fully insulated walls, floors and loft",26,On peak & Off peak,22,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Kamstrup heat meter (class 2),0,1,0,1,,1,,-3.0,3800,0,0,0,1,,0,climatix-group.png,0,0,,0,,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,46.66,0.0,0.0,0.0,0,0.0,0.0
287,False,2661.81,9150.58,3.4377284629631717,7639280,1471.58,4902.02,36.3373,32.9875,7.261540000000001,,45.3962,2638.66,9131.75,3.460752806348677,5350560,1813.63,6231.54,37.4214,33.5941,7.17027,,45.3226,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,0.0,0.0,,0,,,,,,,,368.114,1548,0.7294928317851944,2684.79,9649.0,3.5939496198957834,98.425,98.4764,98.4764,98.4764,99.9537,0.0,0,0.0,22.0,22.2,23.8,312,1,1720028769,Lincoln,GlowGroup,https://the-glow-group.co.uk/,https://emoncms.org/app/view?name=MyHeatpump2&readkey=c5a84a724dbbd70e3f802eb517bf124c,1,Clivet,Air Source,11.0,R290,Cylinder with coil,250,0.0,1,0,0,0,Buffer,40.0,0,0.0,Anti-freeze valves,1,Custom controller,Twice daily scheduled heat up of tank,46.8,Disabled,0,Detached,175.0,19948,0.0,1983 to 2011,Some insulation in walls and loft,Octopus Agile,Variable half hourly,0,,0,0,0,0,SDM120 Modbus/MBUS Single Phase (class 1),Axioma Qalcosonic heat meter (class 2),0,1,0,0,,1,,-3.2,7300,0,0,0,0,,0,the-glow-group.png,0,1,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,29.5823,36.79,0.0,-1.4,0.0,0,0.0,37.0118
